Time (ms),Pressure (hPa),Temperature (C),Accel X (m/s^2),Accel Y (m/s^2),Accel Z (m/s^2),Gyro X (deg/s),Gyro Y (deg/s),Gyro Z (deg/s)
8006,997.62255859375,25.780000686645508,0.16400782763957977,-0.16640210151672363,10.058348655700684,0.48829615116119385,-0.6714072227478027,2.2583696842193604
8128,997.620361328125,25.780000686645508,0.21548472344875336,-0.17478205263614655,10.06433391571045,0.5493331551551819,-0.6714072227478027,2.1362955570220947
8210,997.61376953125,25.780000686645508,0.1975276619195938,-0.1735849231481552,10.052362442016602,0.48829615116119385,-0.7324442267417908,2.1973326206207275
8332,997.603515625,25.780000686645508,0.19872480630874634,-0.16640210151672363,10.04637622833252,0.48829615116119385,-0.7324442267417908,2.1973326206207275
8413,997.626953125,25.780000686645508,0.19393625855445862,-0.156824991106987,10.069122314453125,0.48829615116119385,-0.7324442267417908,2.1973326206207275
8535,997.611083984375,25.780000686645508,0.1771763265132904,-0.16640210151672363,10.058348655700684,0.5493331551551819,-0.7324442267417908,2.1973326206207275
8616,997.6416015625,25.780000686645508,0.17597919702529907,-0.17119064927101135,10.058348655700684,0.48829615116119385,-0.7324442267417908,2.1973326206207275
8738,997.62841796875,25.790000915527344,0.2130904495716095,-0.14724789559841156,10.066728591918945,0.5493331551551819,-0.7324442267417908,2.1973326206207275
8819,997.6220703125,25.780000686645508,0.16999350488185883,-0.17119064927101135,10.047574043273926,0.48829615116119385,-0.7934812307357788,2.1973326206207275
8941,997.635009765625,25.780000686645508,0.19633053243160248,-0.15203644335269928,10.04398250579834,0.48829615116119385,-0.7324442267417908,2.1362955570220947
9023,997.62548828125,25.790000915527344,0.19154198467731476,-0.1735849231481552,10.088275909423828,0.48829615116119385,-0.7324442267417908,2.1973326206207275
9104,997.639892578125,25.790000915527344,0.19393625855445862,-0.17238777875900269,10.088275909423828,0.5493331551551819,-0.7324442267417908,2.1973326206207275
9226,997.63916015625,25.780000686645508,0.19393625855445862,-0.17597919702529907,10.053559303283691,0.48829615116119385,-0.7324442267417908,2.1973326206207275
9333,997.6572265625,25.780000686645508,0.18435916304588318,-0.19513338804244995,10.06194019317627,0.48829615116119385,-0.7324442267417908,2.1973326206207275
9414,997.638427734375,25.780000686645508,0.19633053243160248,-0.1532335877418518,10.059545516967773,0.48829615116119385,-0.6714072227478027,2.1973326206207275
9536,997.641845703125,25.780000686645508,0.19633053243160248,-0.1687963753938675,10.051164627075195,0.5493331551551819,-0.7324442267417908,2.1973326206207275
9618,997.6279296875,25.780000686645508,0.22386468946933746,-0.15562786161899567,10.081093788146973,0.48829615116119385,-0.7324442267417908,2.1973326206207275
9740,997.63232421875,25.780000686645508,0.1771763265132904,-0.13886792957782745,10.04278564453125,0.48829615116119385,-0.7934812307357788,2.1973326206207275
9821,997.649658203125,25.780000686645508,0.2094990462064743,-0.14605076611042023,10.06074333190918,0.48829615116119385,-0.7324442267417908,2.1362955570220947
9902,997.65576171875,25.780000686645508,0.18435916304588318,-0.1687963753938675,10.066728591918945,0.5493331551551819,-0.6714072227478027,2.1973326206207275
10024,997.63818359375,25.790000915527344,0.18675343692302704,-0.15802213549613953,10.058348655700684,0.48829615116119385,-0.7324442267417908,2.1973326206207275
10106,997.65625,25.790000915527344,0.1975276619195938,-0.156824991106987,10.057151794433594,0.48829615116119385,-0.7324442267417908,2.2583696842193604
10228,997.6376953125,25.780000686645508,0.18795056641101837,-0.1687963753938675,10.048770904541016,0.5493331551551819,-0.7324442267417908,2.1973326206207275
10309,997.655517578125,25.790000915527344,0.21907614171504974,-0.1616135537624359,10.059545516967773,0.5493331551551819,-0.7324442267417908,2.1973326206207275
10431,997.645751953125,25.780000686645508,0.18316201865673065,-0.16759923100471497,10.037997245788574,0.48829615116119385,-0.6714072227478027,2.1362955570220947
10512,997.663818359375,25.780000686645508,0.22865323722362518,-0.15203644335269928,10.059545516967773,0.48829615116119385,-0.7934812307357788,2.1973326206207275
10619,997.64306640625,25.780000686645508,0.19872480630874634,-0.17478205263614655,10.057151794433594,0.48829615116119385,-0.7324442267417908,2.1973326206207275
10741,997.62548828125,25.780000686645508,0.19034484028816223,-0.14245934784412384,10.06433391571045,0.48829615116119385,-0.7324442267417908,2.2583696842193604
10823,997.654541015625,25.790000915527344,0.1735849231481552,-0.1735849231481552,10.083487510681152,0.48829615116119385,-0.7324442267417908,2.1973326206207275
10904,997.638671875,25.780000686645508,0.2094990462064743,-0.1245022863149643,10.059545516967773,0.48829615116119385,-0.7934812307357788,2.1362955570220947
11026,997.629150390625,25.780000686645508,0.1771763265132904,-0.1807677447795868,10.06313705444336,0.48829615116119385,-0.6714072227478027,2.1973326206207275
11107,997.63623046875,25.780000686645508,0.1927391141653061,-0.15802213549613953,10.026025772094727,0.48829615116119385,-0.7324442267417908,2.1973326206207275
11229,997.652099609375,25.780000686645508,0.19513338804244995,-0.14605076611042023,10.071516990661621,0.48829615116119385,-0.7324442267417908,2.1973326206207275
11310,997.6572265625,25.780000686645508,0.20830190181732178,-0.19633053243160248,10.076305389404297,0.48829615116119385,-0.6714072227478027,2.1973326206207275
11432,997.632568359375,25.780000686645508,0.1735849231481552,-0.18435916304588318,10.06074333190918,0.48829615116119385,-0.7324442267417908,2.1973326206207275
11514,997.632080078125,25.780000686645508,0.19154198467731476,-0.1412622183561325,10.06194019317627,0.5493331551551819,-0.6714072227478027,2.1973326206207275
11636,997.635009765625,25.780000686645508,0.19393625855445862,-0.1532335877418518,10.085882186889648,0.48829615116119385,-0.6714072227478027,2.1973326206207275
11717,997.610107421875,25.780000686645508,0.1687963753938675,-0.15443071722984314,10.091867446899414,0.5493331551551819,-0.7324442267417908,2.1973326206207275
11839,997.63037109375,25.780000686645508,0.19872480630874634,-0.17478205263614655,10.077502250671387,0.48829615116119385,-0.7324442267417908,2.1973326206207275
11905,997.625732421875,25.780000686645508,0.18435916304588318,-0.17957060039043427,10.04517936706543,0.5493331551551819,-0.7324442267417908,2.1973326206207275
12027,997.629638671875,25.780000686645508,0.1891477108001709,-0.17957060039043427,10.066728591918945,0.5493331551551819,-0.7324442267417908,2.1973326206207275
12109,997.62890625,25.780000686645508,0.1975276619195938,-0.18795056641101837,10.069122314453125,0.48829615116119385,-0.7324442267417908,2.2583696842193604
12231,997.620849609375,25.790000915527344,0.18675343692302704,-0.16400782763957977,10.055954933166504,0.5493331551551819,-0.6714072227478027,2.1973326206207275
12312,997.621337890625,25.780000686645508,0.20351335406303406,-0.1687963753938675,10.076305389404297,0.5493331551551819,-0.7324442267417908,2.1362955570220947
12434,997.62109375,25.780000686645508,0.19633053243160248,-0.17238777875900269,10.058348655700684,0.48829615116119385,-0.7324442267417908,2.1973326206207275
12515,997.624267578125,25.790000915527344,0.20231622457504272,-0.156824991106987,10.071516990661621,0.48829615116119385,-0.6714072227478027,2.1362955570220947
12637,997.621337890625,25.780000686645508,0.19633053243160248,-0.15203644335269928,10.059545516967773,0.48829615116119385,-0.7324442267417908,2.1973326206207275
12718,997.645751953125,25.780000686645508,0.16281068325042725,-0.17119064927101135,10.072713851928711,0.48829615116119385,-0.7324442267417908,2.1973326206207275
12840,997.64208984375,25.780000686645508,0.17597919702529907,-0.16640210151672363,10.04398250579834,0.5493331551551819,-0.7324442267417908,2.1973326206207275
12922,997.636474609375,25.780000686645508,0.17597919702529907,-0.15921926498413086,10.069122314453125,0.5493331551551819,-0.6714072227478027,2.1973326206207275
13003,997.638427734375,25.780000686645508,0.16400782763957977,-0.16999350488185883,10.066728591918945,0.5493331551551819,-0.7324442267417908,2.1973326206207275
13125,997.63818359375,25.780000686645508,0.18435916304588318,-0.15443071722984314,10.067925453186035,0.48829615116119385,-0.6714072227478027,2.2583696842193604
13231,997.637939453125,25.780000686645508,0.1891477108001709,-0.14964216947555542,10.04517936706543,0.5493331551551819,-0.7324442267417908,2.1973326206207275
13312,997.6171875,25.780000686645508,0.19992193579673767,-0.1604164093732834,10.04398250579834,0.48829615116119385,-0.6714072227478027,2.1973326206207275
13434,997.620361328125,25.780000686645508,0.23463892936706543,-0.1807677447795868,10.034405708312988,0.48829615116119385,-0.7324442267417908,2.1973326206207275
13515,997.650390625,25.780000686645508,0.19513338804244995,-0.16759923100471497,10.040390968322754,0.5493331551551819,-0.7324442267417908,2.1973326206207275
13637,997.64404296875,25.780000686645508,0.21428759396076202,-0.16281068325042725,10.054756164550781,0.3662221133708954,-0.48829615116119385,2.1362955570220947
13719,997.643798828125,25.780000686645508,0.21428759396076202,-0.20471049845218658,10.04637622833252,0.7324442267417908,-0.7324442267417908,2.1362955570220947
13841,997.636474609375,25.780000686645508,0.18795056641101837,-0.18196488916873932,10.059545516967773,0.48829615116119385,-0.7934812307357788,2.1973326206207275
13922,997.6337890625,25.790000915527344,0.19513338804244995,-0.14006507396697998,10.057151794433594,0.5493331551551819,-0.7324442267417908,2.1973326206207275
14003,997.63916015625,25.780000686645508,0.17119064927101135,-0.17478205263614655,10.058348655700684,0.48829615116119385,-0.7324442267417908,2.1973326206207275
14125,997.641845703125,25.780000686645508,0.20471049845218658,-0.12569943070411682,10.067925453186035,0.48829615116119385,-0.7934812307357788,2.1973326206207275
14206,997.62890625,25.780000686645508,0.21787899732589722,-0.19034484028816223,10.040390968322754,0.6103702187538147,-0.7324442267417908,2.1973326206207275
14328,997.641845703125,25.780000686645508,0.08379961550235748,-0.16640210151672363,10.093064308166504,0.1831110566854477,-0.8545182943344116,1.5869624614715576
14434,997.6142578125,25.770000457763672,0.1855562925338745,-0.20351335406303406,10.0739107131958,0.1831110566854477,-0.30518510937690735,2.1973326206207275
14516,997.631591796875,25.770000457763672,0.15203644335269928,-0.1604164093732834,10.150527954101562,1.0986663103103638,-1.4038513898849487,-11.963255882263184
14638,997.637939453125,25.780000686645508,0.18196488916873932,-0.16759923100471497,10.090670585632324,0.5493331551551819,-0.7324442267417908,2.1973326206207275
14719,997.62060546875,25.780000686645508,0.2011190801858902,-0.17957060039043427,10.100248336791992,0.5493331551551819,-0.7324442267417908,2.1973326206207275
14841,997.62548828125,25.780000686645508,0.18435916304588318,-0.16759923100471497,10.083487510681152,0.48829615116119385,-0.6714072227478027,2.1973326206207275
14922,997.637939453125,25.780000686645508,0.1771763265132904,-0.1532335877418518,10.072713851928711,0.48829615116119385,-0.7324442267417908,2.2583696842193604
15004,997.62744140625,25.780000686645508,0.20710477232933044,-0.17478205263614655,10.075108528137207,0.5493331551551819,-0.7324442267417908,2.1973326206207275
15126,997.627685546875,25.780000686645508,0.20471049845218658,-0.17597919702529907,10.094263076782227,0.48829615116119385,-0.7324442267417908,2.1973326206207275
15207,997.627685546875,25.780000686645508,0.18675343692302704,-0.1616135537624359,10.089473724365234,0.5493331551551819,-0.7324442267417908,2.1973326206207275
15329,997.619873046875,25.780000686645508,0.19872480630874634,-0.15083931386470795,10.109825134277344,0.48829615116119385,-0.6714072227478027,2.1973326206207275
15410,997.64111328125,25.780000686645508,0.19393625855445862,-0.14605076611042023,10.121796607971191,0.3662221133708954,-0.7324442267417908,2.1973326206207275
15532,997.633056640625,25.780000686645508,0.19992193579673767,-0.16999350488185883,10.084685325622559,0.5493331551551819,-0.7324442267417908,2.1973326206207275
15613,997.6220703125,25.780000686645508,0.20351335406303406,-0.18196488916873932,10.109825134277344,0.48829615116119385,-0.7324442267417908,2.2583696842193604
15719,997.640869140625,25.780000686645508,0.23224465548992157,-0.19872480630874634,9.99130916595459,-0.24414807558059692,-0.6714072227478027,2.1973326206207275
15841,997.642333984375,25.790000915527344,0.1975276619195938,-0.15443071722984314,10.099051475524902,0.6103702187538147,-0.9155552983283997,2.1362955570220947
15923,997.63671875,25.780000686645508,0.18795056641101837,-0.16999350488185883,10.119401931762695,0.48829615116119385,-0.6714072227478027,2.1973326206207275
16004,997.63427734375,25.780000686645508,0.21428759396076202,-0.17238777875900269,10.097854614257812,0.6103702187538147,-0.7324442267417908,2.1362955570220947
16126,997.637939453125,25.780000686645508,0.18316201865673065,-0.1616135537624359,10.144542694091797,0.48829615116119385,-0.6714072227478027,2.1973326206207275
16207,997.615234375,25.770000457763672,0.18675343692302704,-0.21428759396076202,9.97574520111084,0.30518510937690735,-0.7324442267417908,2.1973326206207275
16329,997.63037109375,25.780000686645508,0.18196488916873932,-0.1652049571275711,10.096656799316406,0.48829615116119385,-0.7324442267417908,2.1973326206207275
16411,997.642578125,25.780000686645508,0.19513338804244995,-0.1616135537624359,10.107431411743164,0.4272591471672058,-0.6103702187538147,2.1362955570220947
16532,997.62841796875,25.780000686645508,0.15083931386470795,-0.16759923100471497,10.018843650817871,0.0,-0.24414807558059692,2.1973326206207275
16614,997.64697265625,25.780000686645508,0.16640210151672363,-0.19992193579673767,10.037997245788574,0.6714072227478027,-1.2817773818969727,2.1362955570220947
16736,997.63232421875,25.780000686645508,0.1245022863149643,-0.2130904495716095,9.962576866149902,-0.6103702187538147,0.8545182943344116,2.1973326206207275
16817,997.624267578125,25.780000686645508,0.15802213549613953,-0.1855562925338745,10.091867446899414,0.5493331551551819,-0.8545182943344116,2.2583696842193604
16939,997.641357421875,25.780000686645508,0.12210801243782043,-0.2502017021179199,9.897931098937988,0.1831110566854477,-0.12207403779029846,2.1973326206207275
17005,997.650634765625,25.780000686645508,0.1484450399875641,-0.19513338804244995,10.018843650817871,0.48829615116119385,-1.2207404375076294,2.1973326206207275
17127,997.64306640625,25.780000686645508,0.17119064927101135,-0.1604164093732834,10.193624496459961,0.6103702187538147,-0.7324442267417908,2.1973326206207275
17209,997.650146484375,25.780000686645508,0.16999350488185883,-0.1735849231481552,10.109825134277344,0.30518510937690735,-0.5493331551551819,2.1973326206207275
17331,997.619873046875,25.780000686645508,0.1927391141653061,-0.1771763265132904,10.089473724365234,0.6714072227478027,-1.0986663103103638,2.2583696842193604
17412,997.64404296875,25.780000686645508,0.21069617569446564,-0.2094990462064743,10.081093788146973,0.48829615116119385,-0.5493331551551819,2.1973326206207275
17534,997.62890625,25.780000686645508,0.17478205263614655,-0.19034484028816223,10.078699111938477,0.48829615116119385,-0.7324442267417908,2.1973326206207275
17615,997.634033203125,25.780000686645508,0.20351335406303406,-0.19393625855445862,10.088275909423828,0.4272591471672058,-0.5493331551551819,2.1973326206207275
17737,997.62646484375,25.780000686645508,0.1652049571275711,-0.21428759396076202,10.0739107131958,0.6103702187538147,-0.7934812307357788,2.1362955570220947
17818,997.637939453125,25.780000686645508,0.20231622457504272,-0.1652049571275711,10.155316352844238,0.4272591471672058,-0.6714072227478027,2.1973326206207275
17940,997.641845703125,25.780000686645508,0.17119064927101135,-0.19154198467731476,10.089473724365234,0.48829615116119385,-0.6103702187538147,2.1973326206207275
18022,997.617431640625,25.780000686645508,0.17238777875900269,-0.19513338804244995,10.081093788146973,0.9765923023223877,-1.7700735330581665,2.1973326206207275
18103,997.6142578125,25.780000686645508,0.1855562925338745,-0.2094990462064743,10.075108528137207,0.3662221133708954,-0.3662221133708954,2.1362955570220947
18225,997.612060546875,25.780000686645508,0.17119064927101135,-0.20471049845218658,10.082290649414062,0.7934812307357788,-1.0986663103103638,2.1973326206207275
18332,997.61376953125,25.780000686645508,0.15802213549613953,-0.2094990462064743,10.091867446899414,0.7934812307357788,-1.1597033739089966,2.1973326206207275
18413,997.634033203125,25.780000686645508,0.17837347090244293,-0.18435916304588318,10.077502250671387,0.3662221133708954,-0.48829615116119385,2.1973326206207275
18535,997.640869140625,25.780000686645508,0.16759923100471497,-0.1807677447795868,10.077502250671387,0.24414807558059692,-0.30518510937690735,2.1362955570220947
18617,997.654541015625,25.790000915527344,0.15921926498413086,-0.16999350488185883,10.054756164550781,0.3662221133708954,-0.5493331551551819,2.1973326206207275
18738,997.637939453125,25.780000686645508,0.18196488916873932,-0.20231622457504272,10.082290649414062,0.4272591471672058,-0.5493331551551819,2.1973326206207275
18820,997.625,25.780000686645508,0.17478205263614655,-0.17837347090244293,10.081093788146973,0.8545182943344116,-1.1597033739089966,2.1973326206207275
18942,997.621337890625,25.780000686645508,0.1807677447795868,-0.1855562925338745,10.11221981048584,0.6714072227478027,-0.8545182943344116,2.2583696842193604
